Date,Quantity Sold (kg),Unit Price (NGN),Total Sales Value (NGN),Opening Stock (kg),Closing Stock (kg),Restocked Quantity (kg),Supplier Name,Supplier Cost (NGN),Transport Cost (NGN),Store Location,Season
8/19/2011,144,214,30822,132,67,65,Kaduna Suppliers,155,4286,"Kano, Sabon Gari",Rainy Season
8/20/2011,110,249,27386,268,228,40,Local Farmer,198,5567,"Kano, Sabon Gari",Rainy Season
8/21/2011,152,230,34889,273,161,112,Ogun Growers,167,8189,"Lagos, Yaba",Rainy Season
8/22/2011,147,238,34978,141,25,116,Local Farmer,205,5591,Ibadan,Rainy Season
8/23/2011,193,215,41545,154,-23,177,Kaduna Suppliers,179,3285,"Kano, Sabon Gari",Rainy Season
8/24/2011,119,249,29602,113,28,85,Local Farmer,221,3227,"Abuja, Wuse",Rainy Season
8/25/2011,145,246,35685,112,30,82,Kaduna Suppliers,219,3690,"Abuja, Wuse",Rainy Season
8/26/2011,174,227,39533,113,0,113,Ogun Growers,165,4830,Ibadan,Rainy Season
8/27/2011,88,238,20960,238,220,18,Local Farmer,213,4624,"Kano, Sabon Gari",Rainy Season
8/28/2011,92,246,22623,128,116,12,Ogun Growers,221,6832,"Kano, Sabon Gari",Rainy Season
8/29/2011,131,223,29150,124,83,41,Jigawa Farm,175,7109,Ibadan,Rainy Season
8/30/2011,183,242,44259,167,-6,173,Kaduna Suppliers,205,9083,"Kano, Sabon Gari",Rainy Season
8/31/2011,180,252,45290,203,48,155,Jigawa Farm,194,6505,"Kano, Sabon Gari",Rainy Season
9/1/2011,198,226,44702,227,119,108,Local Farmer,161,9314,"Kano, Sabon Gari",Rainy Season
9/2/2011,57,225,12825,240,275,0,Jigawa Farm,172,9636,"Kano, Sabon Gari",Rainy Season
9/3/2011,71,254,18028,269,291,0,Ogun Growers,225,5577,"Kano, Sabon Gari",Rainy Season
9/4/2011,132,247,32557,261,178,83,Kaduna Suppliers,218,9642,"Kano, Sabon Gari",Rainy Season
9/5/2011,68,223,15164,138,86,52,Jigawa Farm,178,4465,"Lagos, Yaba",Rainy Season
9/6/2011,197,237,46786,282,104,178,Local Farmer,180,6595,"Kano, Sabon Gari",Rainy Season
9/7/2011,121,230,27883,286,255,31,Local Farmer,173,6305,Ibadan,Rainy Season
9/8/2011,114,206,23525,291,267,24,Jigawa Farm,149,6498,"Kano, Sabon Gari",Rainy Season
9/9/2011,125,242,30202,212,159,53,Kaduna Suppliers,193,4947,"Abuja, Wuse",Rainy Season
9/10/2011,120,244,29337,170,135,35,Local Farmer,189,9939,Ibadan,Rainy Season
9/11/2011,185,246,45592,253,140,113,Jigawa Farm,179,8887,Port Harcourt,Rainy Season
9/12/2011,128,235,30078,171,61,110,Kaduna Suppliers,176,6998,"Kano, Sabon Gari",Rainy Season
9/13/2011,124,225,27908,159,122,37,Local Farmer,195,8870,"Abuja, Wuse",Rainy Season
9/14/2011,82,223,18288,289,262,27,Jigawa Farm,162,4418,"Kano, Sabon Gari",Rainy Season
9/15/2011,72,215,15505,200,167,33,Kaduna Suppliers,184,5449,"Lagos, Yaba",Rainy Season
9/16/2011,199,217,43108,206,91,115,Ogun Growers,178,9090,Port Harcourt,Rainy Season
9/17/2011,186,231,42916,110,-39,149,Local Farmer,196,8285,Port Harcourt,Rainy Season
9/18/2011,176,217,38163,296,199,97,Local Farmer,181,4979,"Lagos, Yaba",Rainy Season
9/19/2011,163,209,34007,222,113,109,Ogun Growers,155,7524,Ibadan,Rainy Season
9/20/2011,73,254,18519,204,185,19,Kaduna Suppliers,207,4795,"Abuja, Wuse",Rainy Season
9/21/2011,77,220,16954,155,128,27,Kaduna Suppliers,155,5761,Ibadan,Rainy Season
9/22/2011,191,247,47167,128,-61,189,Ogun Growers,187,4617,Ibadan,Rainy Season
9/23/2011,147,208,30522,113,-30,143,Local Farmer,153,7286,Port Harcourt,Rainy Season
9/24/2011,145,243,35282,220,102,118,Ogun Growers,170,3180,Ibadan,Rainy Season
9/25/2011,125,225,28113,183,129,54,Ogun Growers,160,5676,Ibadan,Rainy Season
9/26/2011,79,253,20019,245,167,78,Jigawa Farm,194,9190,Port Harcourt,Rainy Season
9/27/2011,68,226,15394,197,139,58,Local Farmer,190,8010,Ibadan,Rainy Season
9/28/2011,152,207,31430,215,161,54,Local Farmer,166,9502,"Abuja, Wuse",Rainy Season
9/29/2011,140,211,29582,256,162,94,Jigawa Farm,164,3774,"Abuja, Wuse",Rainy Season
9/30/2011,137,209,28655,294,167,127,Ogun Growers,183,9892,"Abuja, Wuse",Rainy Season
10/1/2011,160,162,25921,200,138,62,Kaduna Suppliers,115,8086,"Abuja, Wuse",Dry Season
10/2/2011,194,163,31545,294,136,158,Jigawa Farm,135,7465,"Abuja, Wuse",Dry Season
10/3/2011,232,158,36707,291,151,140,Jigawa Farm,124,4086,Ibadan,Dry Season
10/4/2011,208,189,39222,246,119,127,Kaduna Suppliers,147,7202,"Abuja, Wuse",Dry Season
10/5/2011,151,175,26389,268,207,61,Ogun Growers,127,7343,"Kano, Sabon Gari",Dry Season
10/6/2011,148,191,28339,172,101,71,Ogun Growers,144,3131,Ibadan,Dry Season
10/7/2011,231,182,42046,171,-57,228,Ogun Growers,147,9988,Port Harcourt,Dry Season
10/8/2011,138,199,27495,228,95,133,Jigawa Farm,178,5349,"Lagos, Yaba",Dry Season
10/9/2011,292,193,56334,104,-172,276,Kaduna Suppliers,159,3154,Ibadan,Dry Season
10/10/2011,154,186,28712,108,-4,112,Kaduna Suppliers,155,7522,Ibadan,Dry Season
10/11/2011,276,140,38627,152,-51,203,Kaduna Suppliers,111,8212,Ibadan,Dry Season
10/12/2011,167,204,34002,181,77,104,Kaduna Suppliers,157,5903,"Abuja, Wuse",Dry Season
10/13/2011,129,149,19274,253,218,35,Jigawa Farm,130,7974,Ibadan,Dry Season
10/14/2011,267,172,45840,150,-116,266,Ogun Growers,128,4212,"Kano, Sabon Gari",Dry Season
10/15/2011,181,168,30377,184,99,85,Jigawa Farm,149,3385,Ibadan,Dry Season
10/16/2011,213,189,40310,258,82,176,Kaduna Suppliers,154,7935,Port Harcourt,Dry Season
10/17/2011,260,161,41880,112,-62,174,Jigawa Farm,128,3802,Port Harcourt,Dry Season
10/18/2011,232,162,37609,162,-66,228,Kaduna Suppliers,129,7138,"Lagos, Yaba",Dry Season
10/19/2011,173,141,24404,126,-37,163,Local Farmer,100,3899,"Lagos, Yaba",Dry Season
10/20/2011,125,138,17207,208,93,115,Local Farmer,115,5836,"Kano, Sabon Gari",Dry Season
10/21/2011,167,159,26633,149,80,69,Local Farmer,132,3541,Ibadan,Dry Season
10/22/2011,140,138,19271,216,82,134,Kaduna Suppliers,122,4572,Ibadan,Dry Season
10/23/2011,119,147,17436,182,105,77,Ogun Growers,122,8864,Ibadan,Dry Season
10/24/2011,188,184,34550,296,144,152,Kaduna Suppliers,154,3025,"Kano, Sabon Gari",Dry Season
10/25/2011,167,159,26635,113,-18,131,Ogun Growers,134,6832,"Kano, Sabon Gari",Dry Season
10/26/2011,248,144,35797,104,-74,178,Jigawa Farm,126,8176,"Lagos, Yaba",Dry Season
10/27/2011,104,143,14919,179,134,45,Kaduna Suppliers,103,6110,Ibadan,Dry Season
10/28/2011,218,160,34806,288,131,157,Jigawa Farm,120,7155,"Kano, Sabon Gari",Dry Season
10/29/2011,231,189,43666,205,64,141,Kaduna Suppliers,140,6852,"Lagos, Yaba",Dry Season
10/30/2011,274,155,42383,138,-117,255,Local Farmer,111,8701,"Kano, Sabon Gari",Dry Season
10/31/2011,141,157,22073,183,100,83,Ogun Growers,116,4653,"Lagos, Yaba",Dry Season
11/1/2011,141,156,21981,112,44,68,Ogun Growers,117,7281,Port Harcourt,Dry Season
11/2/2011,153,158,24236,166,110,56,Ogun Growers,128,4183,Ibadan,Dry Season
11/3/2011,227,200,45340,196,68,128,Kaduna Suppliers,164,5848,"Kano, Sabon Gari",Dry Season
11/4/2011,227,149,33894,298,120,178,Kaduna Suppliers,108,7872,"Abuja, Wuse",Dry Season
11/5/2011,111,173,19150,150,111,39,Jigawa Farm,135,9659,Port Harcourt,Dry Season
11/6/2011,159,172,27353,195,87,108,Kaduna Suppliers,143,4226,"Kano, Sabon Gari",Dry Season
11/7/2011,261,186,48493,221,49,172,Jigawa Farm,166,5006,Ibadan,Dry Season
11/8/2011,267,137,36583,223,-1,224,Local Farmer,100,8170,Port Harcourt,Dry Season
11/9/2011,192,161,30858,204,24,180,Jigawa Farm,133,4725,"Kano, Sabon Gari",Dry Season
11/10/2011,290,193,55994,281,73,208,Kaduna Suppliers,156,9108,Port Harcourt,Dry Season
11/11/2011,179,189,33915,258,172,86,Ogun Growers,161,8614,"Abuja, Wuse",Dry Season
11/12/2011,119,190,22560,281,245,36,Jigawa Farm,153,4057,Port Harcourt,Dry Season
11/13/2011,159,158,25100,224,73,151,Jigawa Farm,129,3427,Ibadan,Dry Season
11/14/2011,252,175,44204,126,-32,158,Jigawa Farm,131,5602,Ibadan,Dry Season
11/15/2011,292,174,50739,158,-127,285,Local Farmer,129,6798,"Lagos, Yaba",Dry Season
11/16/2011,134,185,24779,164,95,69,Kaduna Suppliers,139,8673,Ibadan,Dry Season
11/17/2011,191,136,25979,277,108,169,Jigawa Farm,111,4693,"Kano, Sabon Gari",Dry Season
11/18/2011,119,151,17928,195,102,93,Kaduna Suppliers,123,5177,Port Harcourt,Dry Season
11/19/2011,266,141,37581,140,-52,192,Jigawa Farm,118,4658,"Abuja, Wuse",Dry Season
11/20/2011,224,156,35025,256,80,176,Jigawa Farm,110,4120,Ibadan,Dry Season
11/21/2011,174,193,33525,100,-30,130,Ogun Growers,145,4558,"Kano, Sabon Gari",Dry Season
11/22/2011,198,192,38018,154,-7,161,Kaduna Suppliers,137,6449,Ibadan,Dry Season
11/23/2011,250,188,46944,145,-44,189,Jigawa Farm,158,5209,"Kano, Sabon Gari",Dry Season
11/24/2011,251,154,38664,161,-39,200,Local Farmer,114,4500,"Kano, Sabon Gari",Dry Season
11/25/2011,135,196,26473,254,165,89,Kaduna Suppliers,171,5642,"Lagos, Yaba",Dry Season
11/26/2011,178,173,30770,114,-9,123,Local Farmer,129,9361,Port Harcourt,Dry Season
11/27/2011,199,191,38097,148,-4,152,Local Farmer,159,5547,"Abuja, Wuse",Dry Season
11/28/2011,246,144,35389,165,-48,213,Ogun Growers,119,5930,Port Harcourt,Dry Season
11/29/2011,109,186,20306,152,118,34,Kaduna Suppliers,167,3822,Ibadan,Dry Season
11/30/2011,184,185,33984,143,-19,162,Jigawa Farm,152,3075,"Abuja, Wuse",Dry Season
12/1/2011,109,148,16150,263,220,43,Kaduna Suppliers,126,4617,"Lagos, Yaba",Dry Season
12/2/2011,118,146,17224,194,80,114,Local Farmer,112,3685,"Abuja, Wuse",Dry Season
12/3/2011,230,161,37000,216,44,172,Ogun Growers,124,3548,Ibadan,Dry Season
12/4/2011,295,195,57642,162,-54,216,Jigawa Farm,147,6866,"Lagos, Yaba",Dry Season
12/5/2011,105,152,16012,148,55,93,Ogun Growers,129,6673,Ibadan,Dry Season
12/6/2011,257,201,51600,283,122,161,Kaduna Suppliers,169,5742,Port Harcourt,Dry Season
12/7/2011,152,202,30703,278,216,62,Ogun Growers,160,4844,"Lagos, Yaba",Dry Season
12/8/2011,259,150,38961,232,35,197,Local Farmer,133,9568,Port Harcourt,Dry Season
12/9/2011,239,177,42244,129,-30,159,Ogun Growers,137,9383,"Kano, Sabon Gari",Dry Season
12/10/2011,282,143,40261,147,-43,190,Jigawa Farm,122,4624,"Lagos, Yaba",Dry Season
12/11/2011,265,153,40561,105,-135,240,Local Farmer,114,4451,Ibadan,Dry Season
12/12/2011,297,189,56075,241,-35,276,Jigawa Farm,139,9409,"Abuja, Wuse",Dry Season
12/13/2011,186,163,30368,162,53,109,Local Farmer,118,7151,"Kano, Sabon Gari",Dry Season
12/14/2011,233,188,43908,295,154,141,Local Farmer,169,7764,Ibadan,Dry Season
12/15/2011,233,180,41961,263,93,170,Kaduna Suppliers,136,8827,"Lagos, Yaba",Dry Season
12/16/2011,253,149,37621,112,-73,185,Ogun Growers,130,6824,"Abuja, Wuse",Dry Season
12/17/2011,249,143,35636,112,-46,158,Jigawa Farm,120,7065,"Kano, Sabon Gari",Dry Season
12/18/2011,176,150,26413,186,66,120,Local Farmer,132,8389,"Kano, Sabon Gari",Dry Season
12/19/2011,212,161,34223,211,33,178,Kaduna Suppliers,137,8523,"Lagos, Yaba",Dry Season
12/20/2011,265,183,48404,217,-27,244,Jigawa Farm,164,5614,"Abuja, Wuse",Dry Season
12/21/2011,190,202,38306,108,-17,125,Ogun Growers,152,3499,"Kano, Sabon Gari",Dry Season
12/22/2011,202,192,38871,187,62,125,Ogun Growers,164,9535,"Kano, Sabon Gari",Dry Season
12/23/2011,248,152,37632,104,-112,216,Kaduna Suppliers,121,5899,"Kano, Sabon Gari",Dry Season
12/24/2011,241,170,40881,265,32,233,Ogun Growers,141,5802,"Lagos, Yaba",Dry Season
12/25/2011,177,200,35472,139,38,101,Local Farmer,144,4528,Port Harcourt,Dry Season
12/26/2011,298,152,45231,192,-46,238,Jigawa Farm,134,3537,"Kano, Sabon Gari",Dry Season
12/27/2011,216,178,38519,217,45,172,Kaduna Suppliers,146,5989,Port Harcourt,Dry Season
12/28/2011,289,149,43140,139,-136,275,Local Farmer,129,9373,"Abuja, Wuse",Dry Season
12/29/2011,272,162,44049,270,93,177,Local Farmer,124,8962,"Abuja, Wuse",Dry Season
12/30/2011,238,176,41832,148,-72,220,Jigawa Farm,129,5718,Port Harcourt,Dry Season
12/31/2011,198,183,36283,257,123,134,Jigawa Farm,141,6426,"Abuja, Wuse",Dry Season
1/1/2012,136,208,28316,196,151,45,Ogun Growers,148,7318,Ibadan,Dry Season
1/2/2012,134,187,25093,233,191,42,Local Farmer,133,6428,"Lagos, Yaba",Dry Season
1/3/2012,106,185,19588,104,12,92,Ogun Growers,144,5434,"Abuja, Wuse",Dry Season
1/4/2012,215,173,37209,246,108,138,Jigawa Farm,148,6662,"Lagos, Yaba",Dry Season
1/5/2012,188,193,36289,219,32,187,Kaduna Suppliers,140,6029,Port Harcourt,Dry Season
1/6/2012,294,144,42370,183,-72,255,Jigawa Farm,107,7284,Port Harcourt,Dry Season
1/7/2012,165,192,31604,247,94,153,Jigawa Farm,162,7369,Ibadan,Dry Season
1/8/2012,144,180,25913,182,59,123,Jigawa Farm,134,9118,Port Harcourt,Dry Season
1/9/2012,254,190,48229,152,-36,188,Local Farmer,168,9650,"Kano, Sabon Gari",Dry Season
1/10/2012,103,149,15366,125,37,88,Kaduna Suppliers,123,8011,"Lagos, Yaba",Dry Season
1/11/2012,278,210,58498,123,-63,186,Kaduna Suppliers,182,8060,"Abuja, Wuse",Dry Season
1/12/2012,132,203,26858,115,68,47,Kaduna Suppliers,148,3246,Port Harcourt,Dry Season
1/13/2012,188,214,40306,221,99,122,Jigawa Farm,160,9855,Ibadan,Dry Season
1/14/2012,173,157,27163,210,38,172,Kaduna Suppliers,117,5348,Port Harcourt,Dry Season
1/15/2012,212,196,41481,193,64,129,Jigawa Farm,149,5781,"Lagos, Yaba",Dry Season
1/16/2012,121,166,20117,140,47,93,Kaduna Suppliers,139,6942,Ibadan,Dry Season
1/17/2012,229,211,48426,252,37,215,Kaduna Suppliers,183,9384,"Abuja, Wuse",Dry Season
1/18/2012,182,181,32985,260,92,168,Local Farmer,158,7802,"Lagos, Yaba",Dry Season
1/19/2012,135,189,25513,165,107,58,Jigawa Farm,145,6581,"Abuja, Wuse",Dry Season
1/20/2012,272,212,57711,151,-37,188,Ogun Growers,169,5667,"Lagos, Yaba",Dry Season
1/21/2012,153,174,26581,102,-29,131,Ogun Growers,138,3438,"Kano, Sabon Gari",Dry Season
1/22/2012,222,151,33621,242,49,193,Local Farmer,116,6450,"Kano, Sabon Gari",Dry Season
1/23/2012,156,164,25588,240,161,79,Ogun Growers,120,5414,Port Harcourt,Dry Season
1/24/2012,140,162,22732,164,106,58,Ogun Growers,116,8085,"Abuja, Wuse",Dry Season
1/25/2012,153,149,22781,253,181,72,Local Farmer,129,4054,"Kano, Sabon Gari",Dry Season
1/26/2012,106,149,15759,207,193,14,Kaduna Suppliers,111,5366,Ibadan,Dry Season
1/27/2012,111,194,21578,146,79,67,Local Farmer,137,5804,"Abuja, Wuse",Dry Season
1/28/2012,210,157,33007,148,37,111,Ogun Growers,132,8545,Ibadan,Dry Season
1/29/2012,239,165,39537,223,34,189,Kaduna Suppliers,137,6659,"Lagos, Yaba",Dry Season
1/30/2012,266,171,45367,165,-76,241,Kaduna Suppliers,125,6937,Port Harcourt,Dry Season
1/31/2012,168,152,25598,259,150,109,Jigawa Farm,121,8077,"Kano, Sabon Gari",Dry Season
2/1/2012,198,190,37672,295,167,128,Jigawa Farm,169,9207,"Lagos, Yaba",Dry Season
2/2/2012,280,174,48736,276,57,219,Kaduna Suppliers,154,8794,"Kano, Sabon Gari",Dry Season
2/3/2012,141,146,20534,200,87,113,Jigawa Farm,103,9968,Ibadan,Dry Season
2/4/2012,295,179,52833,272,18,254,Jigawa Farm,148,8264,"Lagos, Yaba",Dry Season
2/5/2012,259,187,48342,105,-119,224,Ogun Growers,152,5991,"Lagos, Yaba",Dry Season
2/6/2012,237,177,41923,298,93,205,Jigawa Farm,154,3775,"Abuja, Wuse",Dry Season
2/7/2012,209,172,36002,287,119,168,Kaduna Suppliers,130,3087,"Lagos, Yaba",Dry Season
2/8/2012,281,206,57831,148,-86,234,Local Farmer,146,8123,"Lagos, Yaba",Dry Season
2/9/2012,290,208,60339,256,49,207,Kaduna Suppliers,170,5287,"Kano, Sabon Gari",Dry Season
2/10/2012,253,156,39435,248,7,241,Kaduna Suppliers,114,6926,Port Harcourt,Dry Season
2/11/2012,262,170,44628,280,85,195,Jigawa Farm,142,9765,"Abuja, Wuse",Dry Season
2/12/2012,130,170,22054,284,243,41,Jigawa Farm,131,9601,Port Harcourt,Dry Season
2/13/2012,263,179,47183,182,4,178,Ogun Growers,138,3025,"Kano, Sabon Gari",Dry Season
2/14/2012,290,182,52789,288,8,280,Kaduna Suppliers,154,6454,Port Harcourt,Dry Season
2/15/2012,109,184,20089,211,156,55,Jigawa Farm,145,5653,Port Harcourt,Dry Season
2/16/2012,118,215,25370,181,151,30,Kaduna Suppliers,166,7495,"Kano, Sabon Gari",Dry Season
2/17/2012,157,166,26113,145,50,95,Local Farmer,125,4358,Ibadan,Dry Season
2/18/2012,164,171,28060,213,128,85,Jigawa Farm,144,5034,Ibadan,Dry Season
2/19/2012,254,214,54320,146,-87,233,Kaduna Suppliers,158,8870,"Lagos, Yaba",Dry Season
2/20/2012,244,160,38954,120,-105,225,Ogun Growers,133,3643,Port Harcourt,Dry Season
2/21/2012,176,151,26490,120,17,103,Kaduna Suppliers,113,8332,"Abuja, Wuse",Dry Season
2/22/2012,275,193,53070,284,90,194,Jigawa Farm,139,6941,Port Harcourt,Dry Season
2/23/2012,288,206,59192,135,-128,263,Local Farmer,172,6086,Ibadan,Dry Season
2/24/2012,184,216,39740,165,5,160,Local Farmer,168,7550,Port Harcourt,Dry Season
2/25/2012,160,175,28020,170,80,90,Ogun Growers,155,7751,Port Harcourt,Dry Season
2/26/2012,116,189,21977,243,145,98,Ogun Growers,146,3350,"Kano, Sabon Gari",Dry Season
2/27/2012,269,159,42810,164,-87,251,Ogun Growers,126,9324,"Abuja, Wuse",Dry Season
2/28/2012,217,164,35507,262,60,202,Ogun Growers,123,4970,"Kano, Sabon Gari",Dry Season
2/29/2012,103,167,17181,214,160,54,Kaduna Suppliers,117,4833,"Abuja, Wuse",Dry Season
3/1/2012,248,181,44954,183,-62,245,Local Farmer,140,5434,Ibadan,Dry Season
3/2/2012,123,213,26234,141,77,64,Ogun Growers,180,5839,Port Harcourt,Dry Season
3/3/2012,269,152,40956,291,46,245,Jigawa Farm,130,5409,"Kano, Sabon Gari",Dry Season
3/4/2012,282,206,58021,294,53,241,Kaduna Suppliers,150,3904,Port Harcourt,Dry Season
3/5/2012,125,154,19263,236,150,86,Jigawa Farm,114,6757,"Lagos, Yaba",Dry Season
3/6/2012,269,149,40175,248,-16,264,Kaduna Suppliers,128,3575,Port Harcourt,Dry Season
3/7/2012,137,159,21730,208,117,91,Local Farmer,124,7937,"Lagos, Yaba",Dry Season
3/8/2012,151,153,23120,116,-30,146,Kaduna Suppliers,112,4228,Ibadan,Dry Season
3/9/2012,233,203,47382,277,109,168,Kaduna Suppliers,176,3675,Port Harcourt,Dry Season
3/10/2012,180,174,31303,265,131,134,Jigawa Farm,127,3563,"Lagos, Yaba",Dry Season
3/11/2012,191,191,36514,187,60,127,Local Farmer,143,3341,Ibadan,Dry Season
3/12/2012,124,199,24643,171,83,88,Jigawa Farm,153,8922,Ibadan,Dry Season
3/13/2012,114,199,22713,235,158,77,Ogun Growers,142,4689,"Abuja, Wuse",Dry Season
3/14/2012,110,203,22326,293,237,56,Local Farmer,145,7494,"Lagos, Yaba",Dry Season
3/15/2012,204,206,42042,231,87,144,Ogun Growers,183,4265,"Kano, Sabon Gari",Dry Season
3/16/2012,266,144,38309,129,-61,190,Ogun Growers,115,4354,"Abuja, Wuse",Dry Season
3/17/2012,112,201,22549,292,192,100,Ogun Growers,144,9225,Ibadan,Dry Season
3/18/2012,222,173,38298,272,57,215,Jigawa Farm,134,5206,"Kano, Sabon Gari",Dry Season
3/19/2012,105,194,20374,243,226,17,Jigawa Farm,144,5999,"Lagos, Yaba",Dry Season
3/20/2012,235,189,44301,110,-58,168,Kaduna Suppliers,166,3981,Port Harcourt,Dry Season
3/21/2012,291,145,42087,110,-111,221,Ogun Growers,120,4194,Port Harcourt,Dry Season
3/22/2012,226,154,34891,137,-11,148,Ogun Growers,122,8834,"Abuja, Wuse",Dry Season
3/23/2012,198,203,40289,294,157,137,Kaduna Suppliers,154,3034,"Lagos, Yaba",Dry Season
3/24/2012,172,179,30865,174,2,172,Ogun Growers,128,5266,"Lagos, Yaba",Dry Season
3/25/2012,243,182,44106,211,-1,212,Jigawa Farm,139,7227,"Kano, Sabon Gari",Dry Season
3/26/2012,151,194,29284,203,89,114,Ogun Growers,156,6734,Port Harcourt,Dry Season
3/27/2012,243,147,35659,256,112,144,Jigawa Farm,123,9184,"Lagos, Yaba",Dry Season
3/28/2012,208,211,43873,198,-3,201,Jigawa Farm,151,6526,"Kano, Sabon Gari",Dry Season
3/29/2012,250,184,46118,166,-64,230,Ogun Growers,139,3144,"Abuja, Wuse",Dry Season
3/30/2012,283,180,51040,192,-56,248,Kaduna Suppliers,133,3577,"Abuja, Wuse",Dry Season
3/31/2012,247,174,43001,220,7,213,Jigawa Farm,154,8503,"Abuja, Wuse",Dry Season
4/1/2012,145,202,29281,200,81,119,Kaduna Suppliers,170,7086,Ibadan,Dry Season
4/2/2012,294,162,47687,103,-99,202,Local Farmer,121,6081,"Abuja, Wuse",Dry Season
4/3/2012,204,207,42284,274,74,200,Local Farmer,158,4274,Ibadan,Dry Season
4/4/2012,278,208,57810,287,72,215,Local Farmer,160,7186,Port Harcourt,Dry Season
4/5/2012,118,171,20122,154,94,60,Ogun Growers,140,4579,Port Harcourt,Dry Season
4/6/2012,168,149,24982,296,206,90,Kaduna Suppliers,118,6794,Ibadan,Dry Season
4/7/2012,127,157,19935,166,47,119,Jigawa Farm,127,3675,Ibadan,Dry Season
4/8/2012,199,146,28971,106,-68,174,Kaduna Suppliers,105,3887,Ibadan,Dry Season
4/9/2012,296,155,45920,290,57,233,Ogun Growers,112,3364,Port Harcourt,Dry Season
4/10/2012,255,195,49726,296,72,224,Kaduna Suppliers,161,4810,"Lagos, Yaba",Dry Season
4/11/2012,246,181,44635,171,20,151,Ogun Growers,145,3253,"Lagos, Yaba",Dry Season
4/12/2012,192,152,29167,197,63,134,Ogun Growers,107,9134,Port Harcourt,Dry Season
4/13/2012,289,203,58623,177,-57,234,Kaduna Suppliers,148,4516,"Abuja, Wuse",Dry Season
4/14/2012,256,163,41711,197,-39,236,Ogun Growers,130,3044,"Lagos, Yaba",Dry Season
4/15/2012,238,167,39723,262,105,157,Local Farmer,137,6777,Ibadan,Dry Season
4/16/2012,281,180,50573,219,13,206,Kaduna Suppliers,152,6307,"Abuja, Wuse",Dry Season
4/17/2012,232,172,39853,286,116,170,Ogun Growers,147,8732,"Abuja, Wuse",Dry Season
4/18/2012,222,152,33847,205,41,164,Local Farmer,111,9577,Port Harcourt,Dry Season
4/19/2012,231,201,46354,144,-86,230,Jigawa Farm,149,5287,Port Harcourt,Dry Season
4/20/2012,124,188,23297,247,128,119,Kaduna Suppliers,143,3902,"Abuja, Wuse",Dry Season
4/21/2012,206,173,35647,176,-20,196,Local Farmer,145,8514,Ibadan,Dry Season
4/22/2012,155,148,22935,295,166,129,Local Farmer,127,6372,"Abuja, Wuse",Dry Season
4/23/2012,181,213,38542,114,-50,164,Local Farmer,191,3542,Ibadan,Dry Season
4/24/2012,111,206,22878,164,108,56,Jigawa Farm,146,5167,"Lagos, Yaba",Dry Season
4/25/2012,106,172,18215,295,278,17,Kaduna Suppliers,144,9830,"Lagos, Yaba",Dry Season
4/26/2012,117,208,24281,149,73,76,Local Farmer,152,7922,Port Harcourt,Dry Season
4/27/2012,149,151,22553,108,-1,109,Local Farmer,117,8259,"Abuja, Wuse",Dry Season
4/28/2012,233,187,43549,123,-76,199,Local Farmer,146,4036,Port Harcourt,Dry Season
4/29/2012,282,147,41508,292,56,236,Local Farmer,110,4813,Port Harcourt,Dry Season
4/30/2012,152,193,29384,148,72,76,Jigawa Farm,136,7024,"Lagos, Yaba",Dry Season
5/1/2012,157,209,32741,202,84,118,Ogun Growers,184,7323,Ibadan,Dry Season
5/2/2012,223,176,39285,246,86,160,Jigawa Farm,144,9448,"Abuja, Wuse",Dry Season
5/3/2012,152,203,30903,272,122,150,Local Farmer,163,4115,"Lagos, Yaba",Dry Season
5/4/2012,296,213,62986,112,-103,215,Local Farmer,164,8204,Ibadan,Dry Season
